mfg_part_num,part_desc,e1_brand,unilog_brand,dib_brand,part_manuf,manufacturer_part_number,brand,product_type,size,quantity,understanding_status,confidence,manufacturer_canonical,manufacturer_id,manufacturer_match_status,manufacturer_match_method,manufacturer_confidence,brand_canonical,brand_id,brand_match_status,brand_match_method,brand_confidence,category_id,category_name,parent_category_id,parent_category_name,hierarchy_level,category_path,classification_status,classification_method,classification_confidence,extracted_attributes_json,attribute_extraction_status,attribute_extraction_method,attribute_confidence,attribute_validation_status,lov_resolved_attributes_json,lov_resolution_status,lov_resolution_method,lov_resolution_confidence,lov_values_resolved,lov_values_unresolved,uom_normalized_attributes_json,uom_normalization_status,uom_normalization_method,uom_normalization_confidence,uom_values_normalized,uom_values_unresolved,source_status,sources_found,authoritative_sources_found,enrichment_status,enriched_attributes_json,enrichment_evidence_count,enrichment_source_authority,enrichment_confidence,conflict_status,manual_review_required,evidence_status,evidence_count,verified_attribute_count,unverified_attribute_count,conflict_attribute_count,average_evidence_confidence,evidence_coverage,evidence_registry_id,validation_status,validation_error_count,validation_warning_count,required_fields_valid,lov_valid,uom_valid,character_limits_valid,source_valid,provenance_valid,identity_valid,category_valid,conflict_free,referential_integrity_valid
9A-570-320,9A-570-320 Abranet 2.75x30,,,,Mirka Abrasives Inc (MIRUS),9A-570-320,Abranet,Abrasive Mesh Strip,2.75 in x 30 in,,success,0.95,Mirka Abrasives Inc,MIRUS,matched,normalized,0.95,Abranet,BRD_ABRANET,matched,exact,1.0,ABR_DISC_MESH,Abrasive Mesh Strips,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Abrasive Mesh Strips,classified,rule_exact,1.0,"{""dimensions"": {""value"": ""2.75 in x 30 in"", ""confidence"": 1.0, ""evidence"": ""2.75 in x 30 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""dimensions"": {""raw_value"": ""2.75 in x 30 in"", ""canonical_value"": ""2.75 in x 30 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""dimensions"": {""raw_value"": ""2.75 in x 30 in"", ""normalized_value"": ""2-3/4 in x 30 in"", ""uom"": ""in"", ""method"": ""compound_dimension"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,compound_dimension,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0011,PASS,0,0,True,True,True,True,True,True,True,True,True,True
DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,,Freud Inc (2435),DBD090094101F,Diablo,Cut-Off Disc,9 in,,success,0.95,Freud Inc,2435,matched,normalized,0.95,Diablo,BRD_DIABLO,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""9 in"", ""confidence"": 1.0, ""evidence"": ""9 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""9 in"", ""canonical_value"": ""9 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""9 in"", ""normalized_value"": ""9 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0012,PASS,0,0,True,True,True,True,True,True,True,True,True,True
DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),DBDS12125A01F,Diablo,Cut-Off Disc,12 in,,success,0.95,Freud Inc,2435,matched,normalized,0.95,Diablo,BRD_DIABLO,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 1.0, ""evidence"": ""12 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""12 in"", ""canonical_value"": ""12 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""12 in"", ""normalized_value"": ""12 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0013,PASS,0,0,True,True,True,True,True,True,True,True,True,True
DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,,Freud Inc (2435),DBDS12125G01F,Diablo,Cut-Off Disc,12 in,,success,0.95,Freud Inc,2435,matched,normalized,0.95,Diablo,BRD_DIABLO,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 1.0, ""evidence"": ""12 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""12 in"", ""canonical_value"": ""12 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""12 in"", ""normalized_value"": ""12 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0014,PASS,0,0,True,True,True,True,True,True,True,True,True,True
DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),DBDS14125A01F,Diablo,Cut-Off Disc,14 in,,success,0.95,Freud Inc,2435,matched,normalized,0.95,Diablo,BRD_DIABLO,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 1.0, ""evidence"": ""14 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""14 in"", ""canonical_value"": ""14 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""14 in"", ""normalized_value"": ""14 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0015,PASS,0,0,True,True,True,True,True,True,True,True,True,True
DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),DBDS14125G01F,Diablo,Cut-Off Disc,14 in,,success,0.95,Freud Inc,2435,matched,normalized,0.95,Diablo,BRD_DIABLO,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 1.0, ""evidence"": ""14 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""14 in"", ""canonical_value"": ""14 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""14 in"", ""normalized_value"": ""14 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0016,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0013,Milwaukee,Cut-Off Disc,5 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""5 in"", ""confidence"": 1.0, ""evidence"": ""5 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""5 in"", ""canonical_value"": ""5 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""5 in"", ""normalized_value"": ""5 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0017,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0029,Milwaukee,Cut-Off Disc,6-1/2 in x 1/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""6-1/2 in"", ""confidence"": 0.98, ""evidence"": ""6-1/2\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""6-1/2 in"", ""canonical_value"": ""6-1/2 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""6-1/2 in"", ""normalized_value"": ""6-1/2 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0018,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0033,Milwaukee,Cut-Off Disc,1/16 in x 7/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""7 in"", ""confidence"": 0.98, ""evidence"": ""7\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""7 in"", ""canonical_value"": ""7 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""7 in"", ""normalized_value"": ""7 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0019,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0001,Milwaukee,Cut-Off Disc,4 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4 in"", ""confidence"": 1.0, ""evidence"": ""4 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""4 in"", ""canonical_value"": ""4 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""4 in"", ""normalized_value"": ""4 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0020,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0039,Milwaukee,Cut-Off Disc,1/8 in x 5/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""7 in"", ""confidence"": 0.98, ""evidence"": ""7\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""7 in"", ""canonical_value"": ""7 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""7 in"", ""normalized_value"": ""7 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0021,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0043,Milwaukee,Cut-Off Disc,3/32 in x 7/8 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""9 in"", ""confidence"": 0.98, ""evidence"": ""9\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""9 in"", ""canonical_value"": ""9 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""9 in"", ""normalized_value"": ""9 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0022,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),49-94-0048,Milwaukee,Cut-Off Disc,7/64 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 0.98, ""evidence"": ""12\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""12 in"", ""canonical_value"": ""12 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""12 in"", ""normalized_value"": ""12 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0023,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0053,Milwaukee,Cut-Off Disc,1/8 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 0.98, ""evidence"": ""12\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""12 in"", ""canonical_value"": ""12 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""12 in"", ""normalized_value"": ""12 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0024,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0058,Milwaukee,Cut-Off Disc,1/8 in x 20 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""12 in"", ""confidence"": 0.98, ""evidence"": ""12\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""12 in"", ""canonical_value"": ""12 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""12 in"", ""normalized_value"": ""12 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0025,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),49-94-0063,Milwaukee,Cut-Off Disc,7/64 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""14 in"", ""canonical_value"": ""14 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""14 in"", ""normalized_value"": ""14 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0026,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0068,Milwaukee,Cut-Off Disc,1/8 in x 20 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""14 in"", ""canonical_value"": ""14 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""14 in"", ""normalized_value"": ""14 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0027,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0073,Milwaukee,Cut-Off Disc,1/8 in x 1 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""14 in"", ""confidence"": 0.98, ""evidence"": ""14\"""", ""method"": ""rule""}}",partial,rule,0.98,partial,"{""diameter"": {""raw_value"": ""14 in"", ""canonical_value"": ""14 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""14 in"", ""normalized_value"": ""14 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0028,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),49-94-0101,Milwaukee,Cut-Off Disc,4-1/2 in,10.0,success,1.0,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4-1/2 in"", ""confidence"": 1.0, ""evidence"": ""4-1/2 in"", ""method"": ""rule""}, ""pack_quantity"": {""value"": 10, ""confidence"": 1.0, ""evidence"": ""10.0"", ""method"": ""rule""}}",complete,rule,1.0,valid,"{""diameter"": {""raw_value"": ""4-1/2 in"", ""canonical_value"": ""4-1/2 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}, ""pack_quantity"": {""raw_value"": ""10"", ""canonical_value"": ""10"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,2,0,"{""diameter"": {""raw_value"": ""4-1/2 in"", ""normalized_value"": ""4-1/2 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}, ""pack_quantity"": {""raw_value"": ""10"", ""normalized_value"": ""10"", ""uom"": ""pcs"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,2,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0029,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0107,Milwaukee,Cut-Off Disc,4-1/2 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""4-1/2 in"", ""confidence"": 1.0, ""evidence"": ""4-1/2 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""4-1/2 in"", ""canonical_value"": ""4-1/2 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""4-1/2 in"", ""normalized_value"": ""4-1/2 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0030,PASS,0,0,True,True,True,True,True,True,True,True,True,True
49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),49-94-0117,Milwaukee,Cut-Off Disc,5 in,,success,0.95,Milwaukee Accessory,4031,matched,normalized,0.95,Milwaukee,BRD_MILWAUKEE,matched,exact,1.0,ABR_DISC_CUT,Cut-Off Discs,ABR_DISC,Abrasive Discs & Wheels,3.0,Abrasive Discs & Wheels > Cut-Off Discs,classified,rule_exact,1.0,"{""diameter"": {""value"": ""5 in"", ""confidence"": 1.0, ""evidence"": ""5 in"", ""method"": ""rule""}}",partial,rule,1.0,partial,"{""diameter"": {""raw_value"": ""5 in"", ""canonical_value"": ""5 in"", ""method"": ""exact"", ""confidence"": 1.0, ""status"": ""resolved""}}",resolved,exact,1.0,1,0,"{""diameter"": {""raw_value"": ""5 in"", ""normalized_value"": ""5 in"", ""uom"": ""in"", ""method"": ""already_canonical"", ""status"": ""normalized"", ""confidence"": 1.0}}",normalized,already_canonical,1.0,1,0,verified,4,3,unresolved,{},6,1.0,0.0,none,False,unverified,0,0,0,0,0.0,100.0,REG-PROD-0031,PASS,0,0,True,True,True,True,True,True,True,True,True,True
