mfg_part_num,part_desc,e1_brand,unilog_brand,dib_brand,part_manuf,manufacturer_part_number,brand,product_type,size,quantity,understanding_status,confidence,manufacturer_canonical,manufacturer_id,manufacturer_match_status,manufacturer_match_method,manufacturer_confidence,brand_canonical,brand_id,brand_match_status,brand_match_method,brand_confidence,category_id,category_name,parent_category_id,parent_category_name,hierarchy_level,category_path,classification_status,classification_method,classification_confidence,extracted_attributes_json,attribute_extraction_status,attribute_extraction_method,attribute_confidence,attribute_validation_status
543142412,1nx6-12' Carmel Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543142416,1nx6-16' Carmel Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543142420,1nx6-20' Carmel Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543144412,1nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543144416,1nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543144420,1nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543143412,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543143416,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543143420,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543141412,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543141416,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543141420,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),,Trex,Decking,,,success,0.5,U S Lumber,3073,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513703,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513704,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513705,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513706,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513707,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513708,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513709,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513710,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513711,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513712,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513717,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513718,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513719,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513720,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513721,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513724,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513725,1nx6-20' Tide Pool Sq Edge - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513726,1nx6-12' Tide Pool Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513727,1nx6-16' Tide Pool Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1513728,1nx6-20' Tide Pool Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543076016,1nx6-16' Cinnamon Cove Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543076020,1nx6-20' Cinnamon Cove Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543076412,1nx6-12' Cinnamon Cove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543076416,1nx6-16' Cinnamon Cove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543076420,1nx6-20' Cinnamon Cove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516870,1nx6-16' Golden Hour Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516871,1nx6-20' Golden Hour Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516872,1nx6-12' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516873,1nx6-16' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516874,1nx6-20' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516879,1nx6-16' Pebble Beach Sq Edge - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516880,1nx6-20' Pebble Beach Sq Edge - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516881,1nx6-12' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516882,1nx6-16' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516883,1nx6-20' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543005016,7/8nx6-16' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543005020,7/8nx6-20' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543005412,7/8nx6-12' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543005416,7/8nx6-16' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543005420,7/8nx6-20' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516891,7/8nx6-16' Millstone Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516892,7/8nx6-20' Millstone Sq Edge -Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516893,7/8nx6-12' Millstone Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516894,7/8nx6-16' Millstone Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
1516895,7/8nx6-20' Millstone Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543007016,7/8nx6-16' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543007020,7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543007412,7/8nx6-12' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543007416,7/8nx6-16' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
543007420,7/8nx6-20' Whiskey Barrel Grooved - Trex Select 2.0 Decking,TREX,,,Boise Cascade Building Materials (BOICA),,Trex,Decking,,,success,0.5,Boise Cascade Building Materials,BOICA,matched,normalized,0.95,TREX,BRD_TREX,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,rule_exact,1.0,{},none,none,0.0,invalid
ADR5117512CS,1x12-12' Coastline - Vintage Azek PVC Fascia,TIMBERTECH,,,Parksite (6151),,Azek,,1 in,,partial,0.35,Parksite,6151,matched,normalized,0.95,Azek,BRD_AZEK,matched,exact,1.0,BLD_DECK_PVC,PVC & Composite Decking,BLD_DECK,Decking & Railing,3.0,Decking & Railing > PVC & Composite Decking,classified,candidate_match,0.88,"{""material"": {""value"": ""PVC"", ""confidence"": 0.98, ""evidence"": ""PVC"", ""method"": ""rule""}}",partial,rule,0.98,partial
