MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,25000594,Electrical Boxes & Wiring,Electrical Wire & Cable,,PROD-0594,12-4 SO,12-4 SO Cord (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,12-4 SO,,Electrical Boxes & Wiring > Electrical Wire & Cable,12-4 SO,12-4 SO CORD (LINEAR FOOT),The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] • Length: 12 ft [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,12-4 SO,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] • Length: 12 ft [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,12 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan_12_4_SO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000595,,,,PROD-0595,96263-46-06,96263-46-06 CAT5E Wire (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woods Wire Southwire (7579),Woods Wire Southwire,,,96263-46-06,,,96263-46-06,96263-46-06 CAT5E WIRE (LINEAR FOOT),The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,96263-46-06,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woods_Wire_Southwire_96263_46_06.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000596,Electrical Boxes & Wiring,Electrical Wire & Cable,,PROD-0596,R50003-ID,16-2 Stranded Wire CL3 500' (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,R50003-ID,,Electrical Boxes & Wiring > Electrical Wire & Cable,Southwire  R50003-ID,16-2 STRANDED WIRE CL3 500' (LINEAR FOOT),The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Southwire  R50003-ID,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwire_g_Turner_R50003_ID.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000597,Electrical Boxes & Wiring,Electrical Wire & Cable,,PROD-0597,10-4 SO,10-4 SO Cord (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,10-4 SO,,Electrical Boxes & Wiring > Electrical Wire & Cable,Southwire  10-4 SO,10-4 SO CORD (LINEAR FOOT),The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Southwire  10-4 SO,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwire_g_Turner_10_4_SO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000598,,,,PROD-0598,23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,,,,23346-0408,,,23346-0408,23346-0408 WIRE 16/3 SJEWA 250 (LINEAR FOOT),The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,23346-0408,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan_23346_0408.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000599,,,,PROD-0599,2/2/4 UD ALUM,2/2/4 UD Aluminum Triplex Wire (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,2/2/4 UD ALUM,,,Southwire  2/2/4 UD ALUM,2/2/4 UD ALUMINUM TRIPLEX WIRE (LINEAR FOOT),The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Southwire  2/2/4 UD ALUM,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwire_g_Turner_2_2_4_UD_ALUM.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000600,Lighting & Electrical Supplies,Electrical Boxes & Wiring,,PROD-0600,55418901,6/6/6 UD Triplex Aluminum Wire,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),Southwire/g Turner,Southwire,,55418901,,Lighting & Electrical Supplies > Electrical Boxes & Wiring,Southwire  55418901,6/6/6 UD TRIPLEX ALUMINUM WIRE,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] • Length: 12 ft [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Southwire  55418901,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] • Length: 12 ft [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Part Number: 55418901,Manufacturer: Southwire/g Turner,Material Composition: PVC / Aluminum Oxide / High Speed Steel,Product Dimensions: 1/2 in x 18 in,Board Length: 12 ft,Width Profile: 1x6,Color / Finish: Slate Gray / White / Stainless Steel,Edge Profile: Grooved,Wattage Rating: 60W,Color Temperature: 2700K,Power Source: Electric,Display Condition: New,Package Quantity: 5 Pack,,,,,,,,,,,,,,Length,12 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwire_g_Turner_55418901.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
https://www.fentonbroselectricinc.com/products/cg50k,https://www.fentonbroselectricinc.com/docs/datasheets/cg50k.pdf,https://www.industrialdistributor.com/p/cg50k,,,,25000601,Lighting & Electrical Supplies,Electrical Boxes & Wiring,,PROD-0601,CG50K,"CG50K 1/2"" Cord Grip Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fenton Bros Electric Inc (FENBR),Fenton Bros Electric Inc,,,CG50K,,Lighting & Electrical Supplies > Electrical Boxes & Wiring,CG50K,"CG50K 1/2"" CORD GRIP KIT",The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,CG50K,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fentonbroselectricinc.com/products/cg50k,,,,,,,,,https://www.fentonbroselectricinc.com/docs/datasheets/cg50k.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000602,,,,PROD-0602,R02-D215P-1RW,R02D215P1RW 15A Mini Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,R02-D215P-1RW,,,Leviton  R02-D215P-1RW,R02D215P1RW 15A MINI OUTLET WH,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  R02-D215P-1RW,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_R02_D215P_1RW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
https://www.primewirecable.com/products/pbuc013,https://www.primewirecable.com/docs/datasheets/pbuc013.pdf,https://www.industrialdistributor.com/p/pbuc013,,,,25000603,Electrical Boxes & Wiring,Electrical Wire & Cable,,PROD-0603,PBUC013,PBUC013 15A Wall Tap w/USB,-- Unbranded --,-- No Unilog Brand --,Prime,Prime Wire & Cable (3562),Prime Wire & Cable,Prime,,PBUC013,,Electrical Boxes & Wiring > Electrical Wire & Cable,Prime  PBUC013,PBUC013 15A WALL TAP W/USB,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Prime  PBUC013,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.primewirecable.com/products/pbuc013,,,,,,,,,https://www.primewirecable.com/docs/datasheets/pbuc013.pdf,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000604,Lighting & Electrical Supplies,Electrical Boxes & Wiring,,PROD-0604,R00-GFNT1-00K,R00GFNT100K 15A Outlet Br,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,R00-GFNT1-00K,,Lighting & Electrical Supplies > Electrical Boxes & Wiring,Leviton  R00-GFNT1-00K,R00GFNT100K 15A OUTLET BR,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  R00-GFNT1-00K,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_R00_GFNT1_00K.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000605,Lighting & Electrical Supplies,Electrical Boxes & Wiring,,PROD-0605,R92-GFWT1-0KW,R92GFWT10KW 15A GFCI Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,R92-GFWT1-0KW,,Lighting & Electrical Supplies > Electrical Boxes & Wiring,Leviton  R92-GFWT1-0KW,R92GFWT10KW 15A GFCI OUTLET WH,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  R92-GFWT1-0KW,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_R92_GFWT1_0KW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000606,,,,PROD-0606,R12-AGTR1-0KW,R12AGTR10KW 15A GFCI Outler Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,R12-AGTR1-0KW,,,Leviton  R12-AGTR1-0KW,R12AGTR10KW 15A GFCI OUTLER WH,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  R12-AGTR1-0KW,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_R12_AGTR1_0KW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000607,Lighting & Electrical Supplies,Electrical Boxes & Wiring,,PROD-0607,R62-GFTA1-0KW,R92GFTA10KW 15A GFCI Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,R62-GFTA1-0KW,,Lighting & Electrical Supplies > Electrical Boxes & Wiring,Leviton  R62-GFTA1-0KW,R92GFTA10KW 15A GFCI OUTLET WH,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  R62-GFTA1-0KW,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_R62_GFTA1_0KW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000608,,,,PROD-0608,165-04729-00C,1650472900C 15A 125V Cord Conn,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,165-04729-00C,,,Leviton  165-04729-00C,1650472900C 15A 125V CORD CONN,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  165-04729-00C,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_165_04729_00C.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000609,,,,PROD-0609,161-04720-00C,1610472000C 15A 125V Cord Conn,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,161-04720-00C,,,Leviton  161-04720-00C,1610472000C 15A 125V CORD CONN,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  161-04720-00C,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_161_04720_00C.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,25000610,,,,PROD-0610,R02-GUAC1-0BW,R02GUAC10BW 15A/USB Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton,,R02-GUAC1-0BW,,,Leviton  R02-GUAC1-0BW,R02GUAC10BW 15A/USB OUTLET WH,The nan nan is a verified nan.,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,Leviton  R02-GUAC1-0BW,[Product Overview] Brand: nan | Product Type: nan [Verified Specifications] [Product Details] This product listing contains specifications verified by the Prodexa validation and evidence pipeline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton_Mfg_Co_R02_GUAC1_0BW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
